,index,review_1_text_sentiment,review_2_text_sentiment,review_1_sentiment,review_2_sentiment,review_1_sentiment_binary,review_2_sentiment_binary,review_2_sentiment_mean
3034,3034,"Great value, quality seafood",Excellent Food! One of the best restaurant...,0.9998926,0.99999803,1.0,1.0,1.0
3035,3035,Closed Saturday Lunchtime,Good service - bland food!,0.43653798,0.0034001172,0.0,0.0,0.0
3036,3036,Walked an hour for this fish!,Kebab,0.01930657,0.3205673,0.0,0.0,0.0
3037,3037,Amazing food!,Outstanding!,0.9998783,0.99952704,1.0,1.0,1.0
3038,3038,"Nice sideria, authentic ambiance and real...",Excellent attention,0.98549485,0.999225,1.0,1.0,1.0
3039,3039,Elaborate sushis,Fantastic sushi & even better service,0.3941614,0.99958956,0.0,1.0,1.0
3040,3040,,,,,,,
3041,3041,"Very good creative ""tapas""",Splendid. In every way,0.9998714,0.7684667,1.0,1.0,1.0
3042,3042,"Lovely staff, Scrumptious food",Fantastic and well served Cape Verdean foo...,0.99972236,0.99924845,1.0,1.0,1.0
3043,3043,Gourmet Cocktail Bar..,We got drunk there,0.5127018,0.76733685,1.0,1.0,1.0
3044,3044,Afternoon tea,,0.64160454,,1.0,,1.0
3045,3045,very nice place!,What if...?,0.9943131,0.28783417,1.0,0.0,1.0
3046,3046,Excellent pizza,bon marche et bon,0.99970305,0.9998088,1.0,1.0,1.0
3047,3047,Not recommended,Great value for money,0.0010437965,0.94404745,0.0,1.0,0.0
3048,3048,Disgusting,Helpful staff. Good food. Recommend.,8.778105e-05,0.999995,0.0,1.0,1.0
3049,3049,Sharing food,Great food as service,0.67044306,0.99965036,1.0,1.0,1.0
3050,3050,,,,,,,
3051,3051,,,,,,,
3052,3052,,,,,,,
3053,3053,Reopened and just as good,Christmas party,0.98950696,0.60286033,1.0,1.0,1.0
3054,3054,Below average,,3.0179805e-05,,0.0,,0.0
3055,3055,"Very good food, modern aesthetic, great am...","Good, pleasant experience",0.9999893,0.9996137,1.0,1.0,1.0
3056,3056,,,,,,,
3057,3057,Good place for lunch,Very nice restaurant,0.98719007,0.9801469,1.0,1.0,1.0
3058,3058,Loved Tadoussac,,0.983389,,1.0,,1.0
3059,3059,Amazing Briyani!!,Real chetinad taste,0.9990692,0.9744663,1.0,1.0,1.0
3060,3060,Our worst lunch in Prague,Horrible food full of artificial ingredien...,0.0029662251,3.0613041e-06,0.0,0.0,0.0
3061,3061,Good local indian restaurant,👍,0.94539154,0.3836408,1.0,0.0,1.0
3062,3062,Great Coffee,Meal deal,0.9992832,0.81309795,1.0,1.0,1.0
3063,3063,good food,Interesting fusion food in a great locatio...,0.9709294,0.98816484,1.0,1.0,1.0
3064,3064,First Peruvian restaurant experience!,Very good Peruvian restaurant,0.46591112,0.9999416,0.0,1.0,1.0
3065,3065,breakfast,,0.24446288,,0.0,,0.0
3066,3066,Birthday at The Araki,OUTSTANDING!!!!,0.29896396,0.99952704,0.0,1.0,1.0
3067,3067,Good for a quick bite,too sweet,0.989988,0.030383468,1.0,0.0,1.0
3068,3068,,,,,,,
3069,3069,,,,,,,
3070,3070,Lovely way to bring in the new year!,New Years eve,0.98421496,0.9945047,1.0,1.0,1.0
3071,3071,Better than expected.,Good for lunch/drinks after work,0.95531136,0.8919881,1.0,1.0,1.0
3072,3072,Great value. Good food tapas style.,Nice food and drinks,0.99998224,0.9781375,1.0,1.0,1.0
3073,3073,Cosy place,Always reliable,0.99986064,0.9996232,1.0,1.0,1.0
3074,3074,"Friday night ambience, always.",Dissaster,0.8710195,0.3836408,1.0,0.0,1.0
3075,3075,Fab fish n chips,Aweful,0.9947279,0.0002850592,1.0,0.0,0.0
3076,3076,good find,Worst restaurant ever. Avoid at all cost...,0.90054095,1.0384405e-05,1.0,0.0,0.0
3077,3077,,,,,,,
3078,3078,"Excellent restaurant, bar', ""Great place for a quick lunch if you're in...""",,0.99990106,,1.0,,1.0
3079,3079,"Affordable, good food, good service",Really nice service,0.9997679,0.96099436,1.0,1.0,1.0
3080,3080,Great Buffet Breakfasts,Nice :),0.99959856,0.76735204,1.0,1.0,1.0
3081,3081,Lovely Place for an Outdoor Meal,Dolci Fantastico,0.99510217,0.3836408,1.0,0.0,1.0
3082,3082,My Dinner at YAAFA,Great falafel,0.87060493,0.999879,1.0,1.0,1.0
3083,3083,Friendly atmosphere- perfect meals- servic...,,0.9989962,,1.0,,1.0
3084,3084,Delicioouus!,Very nice vegan Pad Thai,0.3836408,0.9994552,0.0,1.0,1.0
3085,3085,Well worth a visit,A good choice,0.9995209,0.97527754,1.0,1.0,1.0
3086,3086,Convenience,Good but chicken pieces on the smaller siz...,0.3873306,0.88085496,0.0,1.0,1.0
3087,3087,"Good food, like very much",Very good Georgian food and marvellous Geo...,0.99077487,0.99984777,1.0,1.0,1.0
3088,3088,Mediocre burgers in a nice setting,,0.12035692,,0.0,,0.0
3089,3089,Yummy buffet in quaint place,Best raw food and unique composition,0.9992984,0.9969002,1.0,1.0,1.0
3090,3090,Authentic Neapolitan Cuisine,,0.946946,,1.0,,1.0
3091,3091,"""Posta's restaurant"", 'Portuguese cuisine",,0.6770592,,1.0,,1.0
3092,3092,Fab Turkish food,Great Food to eat both in the restaurant a...,0.98521376,0.99861825,1.0,1.0,1.0
3093,3093,Good food at decent prices,Great food!,0.9961212,0.9993328,1.0,1.0,1.0
3094,3094,,,,,,,
3095,3095,"Ireland!', ""Nice traditional pub near St Patrick's""",,0.67199475,,1.0,,1.0
3096,3096,Fantastic Experience,The best cheese founde,0.9999293,0.9994708,1.0,1.0,1.0
3097,3097,Lunchtime craziness,Booking it large!,0.41108754,0.5508309,0.0,1.0,0.0
3098,3098,"Absolutely wonderful, go in small groups",This little Montmartrois café will surpris...,0.99992776,0.6313641,1.0,1.0,1.0
3099,3099,Nice atmosphere,Fabulous friendly bar. Great tapas!,0.70325434,0.9999589,1.0,1.0,1.0
3100,3100,"A wonderful taste of Morocco in an inner B...', ""Very poor welcome, don't want to go there...""",,0.050013334,,0.0,,0.0
3101,3101,Okay but nothing special,Authenthic Greek food,0.00040388107,0.20719382,0.0,0.0,0.0
3102,3102,spectacular,Absolutely astonishing!,0.96947515,0.9481996,1.0,1.0,1.0
3103,3103,Good Pizza in a good place.,Hidden gem in the heart of Milano,0.99859506,0.99999976,1.0,1.0,1.0
3104,3104,Decent grub let down by poor service...,Brilliant food poor service,0.0010485649,0.22606814,0.0,0.0,0.0
3105,3105,It was ok.,Good quality sourdough pizza,0.017464459,0.79164577,0.0,1.0,0.0
3106,3106,High standard,Amazing always,0.536788,0.9998635,1.0,1.0,1.0
3107,3107,Suggested!!!!!!!!,,0.4885121,,0.0,,0.0
3108,3108,Great fresh food!,Authentic & So Fresh,0.9988593,0.9119139,1.0,1.0,1.0
3109,3109,Good sandwiches,Boulangerie heaven,0.9909549,0.9989847,1.0,1.0,1.0
3110,3110,Incredible Italian place in Zurich,"nice italian pizza, big size, good for gro...",0.9999967,0.99993336,1.0,1.0,1.0
3111,3111,Fresh Fish but nothing to write home about,Friendly staff and tasty Turkish dishes,0.32229674,0.9996666,0.0,1.0,1.0
3112,3112,Friendly delicious food served with the wa...,,0.9993439,,1.0,,1.0
3113,3113,"Great food, great value",An average quality restaurant in the histo...,0.99957013,3.5072477e-05,1.0,0.0,0.0
3114,3114,,,,,,,
3115,3115,Easy going and friendly,Good simple brasserie,0.9945127,0.93002594,1.0,1.0,1.0
3116,3116,Very healthy made from scratch salad,Great experience,0.9986609,0.9982205,1.0,1.0,1.0
3117,3117,Very Good,Truly Authentic South Indian Cuisine,0.99850625,0.9991993,1.0,1.0,1.0
3118,3118,Lovely evening,Recommended by local - well worth the effo...,0.9601609,0.9908608,1.0,1.0,1.0
3119,3119,Good ambiance and friendly service,,0.99934185,,1.0,,1.0
3120,3120,Good for fast food,Tasty fish,0.94645035,0.9708032,1.0,1.0,1.0
3121,3121,Echt Italiaans,Superb,0.3836408,0.99965584,0.0,1.0,1.0
3122,3122,Genuine food from Goa,Great family run restaurant with authentic...,0.9871602,0.99206865,1.0,1.0,1.0
3123,3123,,,,,,,
3124,3124,,,,,,,
3125,3125,Waiting for a train,It is Cabin bar now,0.023343474,0.06213796,0.0,0.0,0.0
3126,3126,"Delicious food, great service and ambience', ""Beware - they don't accept cards""",,0.9992324,,1.0,,1.0
3127,3127,mediocre,Healthy food with a good and fast service,0.00016212463,0.9912679,0.0,1.0,0.0
3128,3128,THE best gyro!!,,0.99934554,,1.0,,1.0
3129,3129,Service with a smile.,Nice Pizza!,0.806502,0.92677337,1.0,1.0,1.0
3130,3130,Amazing quesadilla,,0.99983346,,1.0,,1.0
3131,3131,,,,,,,
3132,3132,"Lovely lunch options, well presented dishe...",Good bistro across from concert hall,0.99823415,0.5476791,1.0,1.0,1.0
3133,3133,Really taste,guess ok for Italian chinese,0.5130554,0.00039735436,1.0,0.0,0.0
3134,3134,"Lovely Room, Nice Tea","Good decor, decent service limited menu",0.9873751,0.8313972,1.0,1.0,1.0
3135,3135,Excellent Spanish tapas in center of Hambu...,Friendly staff delicious food,0.9955931,0.99973345,1.0,1.0,1.0
3136,3136,"Homely, simple Chinese cooking",,0.8702711,,1.0,,1.0
3137,3137,A very good find!,A LITTLE GEM!!,0.99963474,0.99451554,1.0,1.0,1.0
3138,3138,"Great place to work or relax, great select...",Great place for an afternoon coffee,0.9995092,0.99828184,1.0,1.0,1.0
3139,3139,Finally here.,,0.8249929,,1.0,,1.0
3140,3140,Touristy but enjoyable,Really Enjoyable Czech Restaurant,0.264174,0.9916787,0.0,1.0,1.0
3141,3141,,,,,,,
3142,3142,Best kebab,Fresh food!,0.9984008,0.988119,1.0,1.0,1.0
3143,3143,"Great view, good burgers, friendly staff",Simple and tasty burguer,0.999516,0.9915387,1.0,1.0,1.0
3144,3144,,,,,,,
3145,3145,"Wonderful fish, a bit too noisy",Good seafood,0.71268517,0.96259403,1.0,1.0,1.0
3146,3146,Great cheap Chinese in the 16th,Very reasonable,0.9977656,0.9997943,1.0,1.0,1.0
3147,3147,"Great place for brunch, lunch or tea",Great cafe,0.999555,0.9732068,1.0,1.0,1.0
3148,3148,Soon to be Michelin Star,Fantastic wine list and wonderful dishes.,0.9680972,0.9999993,1.0,1.0,1.0
3149,3149,Shocking,Great find!,0.05357206,0.99643457,0.0,1.0,1.0
3150,3150,Cozy and cool place!,Lovely breakfast/brunch!,0.99997485,0.9974468,1.0,1.0,1.0
3151,3151,Nice Resto,"Good beer, great food, excellent ambience",0.7859014,0.99984664,1.0,1.0,1.0
3152,3152,Great Focaccia & Cold Pressed Juices!,,0.9999845,,1.0,,1.0
3153,3153,Cute local spot,Great food in a typically Catalan restaura...,0.99423116,0.9960834,1.0,1.0,1.0
3154,3154,"Lovely food and sangria, friendly staff","Great food, great place!",0.9991224,0.99971837,1.0,1.0,1.0
3155,3155,Lovely server and decent food,"Good food, slow service",0.9869251,0.40807092,1.0,0.0,1.0
3156,3156,Good and quality food,Nice Fish Service in a taste of Asturias I...,0.98582304,0.4130264,1.0,0.0,1.0
3157,3157,Good service and good food,,0.993572,,1.0,,1.0
3158,3158,Good food and nice atmosphere,,0.99806666,,1.0,,1.0
3159,3159,A Late Morning Brunch,,0.2847585,,0.0,,0.0
3160,3160,,,,,,,
3161,3161,"""It's taken me 30 years to find!""",,0.8011863,,1.0,,1.0
3162,3162,"Again, and equally traditional and great x...",Lovely diner and surroundings,0.99899936,0.9966326,1.0,1.0,1.0
3163,3163,Overall ok,Good Food!,0.031576663,0.9709294,0.0,1.0,1.0
3164,3164,,,,,,,
3165,3165,Tastyy,One of the best peruvian flavours in Barce...,0.3836408,0.9999989,0.0,1.0,1.0
3166,3166,,,,,,,
3167,3167,Mistake with birthday cake,Bread and pasteries,0.016878903,0.211436,0.0,0.0,0.0
3168,3168,"Cozy restaurant, delicious food, great pri...",The best hungarian dish,0.9999788,0.99866986,1.0,1.0,1.0
3169,3169,,,,,,,
3170,3170,Muy bueno,Hidden vegan gem,0.06852487,0.99999267,0.0,1.0,1.0
3171,3171,"""My 'go to' place when in Edinburgh"", 'Love this place for every day lunch",,0.9999025,,1.0,,1.0
3172,3172,Absolutely Hungarian experience,Very good service and delicious dishes,0.9931937,0.9999768,1.0,1.0,1.0
3173,3173,"""You know what to expect and thar' what you..."", 'Pre concert dinner",,0.91715777,,1.0,,1.0
3174,3174,Mud at the bottom of my starter!!,Aldo truscello,0.0037361085,0.3836408,0.0,0.0,0.0
3175,3175,,,,,,,
3176,3176,Very tasty pizzas delivered at home,Simply delish,0.9998119,0.9999203,1.0,1.0,1.0
3177,3177,Definitely not fast food,"Very, very slow",0.002998978,0.057716936,0.0,0.0,0.0
3178,3178,Yummy!,"Cozy, fast and cheap",0.9931754,0.9999973,1.0,1.0,1.0
3179,3179,"Welcoming, Simple, Good Ethiopian Restaura...",,0.9999069,,1.0,,1.0
3180,3180,Good cooking,Family & Friends perfect,0.98880136,0.8863102,1.0,1.0,1.0
3181,3181,,,,,,,
3182,3182,Poor Service; Mediocre Tart,Excellent Breakfast,2.6751125e-06,0.99906564,0.0,1.0,0.0
3183,3183,Fresh and yummy,Great for a Lunch snack,0.99864656,0.99815273,1.0,1.0,1.0
3184,3184,Waterfront experience,Excellent location,0.8607176,0.9824302,1.0,1.0,1.0
3185,3185,Good!,Lovely little bar,0.9521966,0.99667287,1.0,1.0,1.0
3186,3186,,,,,,,
3187,3187,Great pub,Great for a pint,0.9880124,0.987208,1.0,1.0,1.0
3188,3188,Very good burgers!,Gourmet burgers and great service,0.99966043,0.99194324,1.0,1.0,1.0
3189,3189,Good spot,Love the roof terrace,0.9983674,0.9988539,1.0,1.0,1.0
3190,3190,Very tasty and easy,a basic burger place,0.9997325,0.105650306,1.0,0.0,1.0
3191,3191,"Awful greasy, unhealthy food.",Not recommended,1.6753802e-05,0.0010437965,0.0,0.0,0.0
3192,3192,"Premium gelato, premium price...but worth...",Best ice cream in Italy,0.567972,0.9998243,1.0,1.0,1.0
3193,3193,,,,,,,
3194,3194,Amazing restaurant,Great food and service,0.99970114,0.9997319,1.0,1.0,1.0
3195,3195,,,,,,,
3196,3196,Once a week,,0.65635633,,1.0,,1.0
3197,3197,Never saw it open,Dim what?,0.0006490052,0.45987654,0.0,0.0,0.0
3198,3198,Typical Portuguese coffee shop,,0.99748224,,1.0,,1.0
3199,3199,,,,,,,
3200,3200,"Spicy, authentic, Sichuan food in Paris",Finally....,0.9995215,0.31162107,1.0,0.0,1.0
3201,3201,Best ice cream in town!,,0.99940276,,1.0,,1.0
3202,3202,Amazing Street Food style food!,delicious twists on the classics,0.99991035,1.0,1.0,1.0,1.0
3203,3203,Pretty good for a spoons,"Good value for money, great service and en...",0.9484251,0.99746996,1.0,1.0,1.0
3204,3204,"A Taste of Heaven', ""I'm a happy bunny""",,0.9112588,,1.0,,1.0
3205,3205,Cheap food and good quality,Little Thai in Copenhagen!,0.90578747,0.3647661,1.0,0.0,1.0
3206,3206,"Excellent, high wuality Argentinian food i...","Poor service, mediocre food",0.9997003,1.15906076e-07,1.0,0.0,0.0
3207,3207,Appetisers or Main course?,A busy buzzing place,0.57288694,0.15735152,1.0,0.0,0.0
3208,3208,Super Coconut milk soup Loved so much aske...,The best veggie burger ever!,0.9996175,0.9980501,1.0,1.0,1.0
3209,3209,,,,,,,
3210,3210,Amazing burgers!,A quick tasty burger,0.99994254,0.98914254,1.0,1.0,1.0
3211,3211,"Fresh, good lunch time food","Super fresh, very good lunch time food",0.93071634,0.999503,1.0,1.0,1.0
3212,3212,Great food / nice dance,,0.999732,,1.0,,1.0
3213,3213,Good Chinese Buffet,,0.9710653,,1.0,,1.0
3214,3214,Perfect breakfast,Great selection of cheese,0.99051696,0.9980308,1.0,1.0,1.0
3215,3215,Good bar,Crazy and stupid,0.85456824,0.05749786,1.0,0.0,0.0
3216,3216,Wonderful Schmarren!!,Viennese Delight,0.98814726,0.9943483,1.0,1.0,1.0
3217,3217,excellent thao lao family restaurant,,0.99380684,,1.0,,1.0
3218,3218,Great food.,Date night ritual,0.9993328,0.8753331,1.0,1.0,1.0
3219,3219,Beyond expectation,Very nice foodie restaurant,0.0032386482,0.9999349,0.0,1.0,1.0
3220,3220,A nice lgbt bar,A bit tired,0.921222,0.075789005,1.0,0.0,0.0
3221,3221,Great on a wintery day,Fun games and nice food!,0.9974333,0.999028,1.0,1.0,1.0
3222,3222,Went here for a francesinha and was quite...,Restaurante Girassol,0.88194865,0.3836408,1.0,0.0,1.0
3223,3223,Yum vegan food,"Great food, nice ppl",0.99994886,0.9989425,1.0,1.0,1.0
3224,3224,Nice bit to eat,Needs more seats.,0.784027,0.018448412,1.0,0.0,0.0
3225,3225,Very trendy,"Exceptional, enchantment for the taste bud...",0.49499995,0.9999238,0.0,1.0,1.0
3226,3226,Deceiving Listing,A excellent bar in a excellent hotel,0.0019764006,0.9995619,0.0,1.0,1.0
3227,3227,,,,,,,
3228,3228,Worth travelling to,,0.75828266,,1.0,,1.0
3229,3229,Good price and good quality pizza,"Good pizza, Great price!",0.9980178,0.9996632,1.0,1.0,1.0
3230,3230,Very slow,Worst bar ever,0.015471101,0.00018456578,0.0,0.0,0.0
3231,3231,Mislead by the waitress re the tapas,,0.38250345,,0.0,,0.0
3232,3232,"Wow, nice surprise! Choose your own wine.",First Visit.,0.96089154,0.9299553,1.0,1.0,1.0
3233,3233,Nice food,Not fresh,0.9443206,0.0023974776,1.0,0.0,0.0
3234,3234,,,,,,,
3235,3235,fantastic discovery!,Super Old School,0.99996513,0.36579177,1.0,0.0,1.0
3236,3236,Nothing special,Excellent pizzas and great prices,0.022512585,0.999992,0.0,1.0,1.0
3237,3237,Awful,Lovely atmosphere with accommodating staff,9.902006e-05,0.9978721,0.0,1.0,0.0
3238,3238,Nice place for a drink,A great French meal,0.96196234,0.9973988,1.0,1.0,1.0
3239,3239,"""It's soo good I've been there sooo many ti...""",,0.99952567,,1.0,,1.0
3240,3240,Nice cafe at Hotel Preciados,"Inside the Hotel Preciados, very nice",0.5412655,0.93306094,1.0,1.0,1.0
3241,3241,Little gem,Good Italian,0.99490786,0.9622667,1.0,1.0,1.0
3242,3242,Bad service and food,"Ripoff, avoid at all costs",0.0011389852,3.7799211e-06,0.0,0.0,0.0
3243,3243,We were happy to return,Wow! What a find this is!!!,0.9990623,0.66659695,1.0,1.0,1.0
3244,3244,Great coffee and food,Best environment for light meal and coffee,0.9995518,0.99998754,1.0,1.0,1.0
3245,3245,Cold,OK crêperie,0.0712921,0.02314949,0.0,0.0,0.0
3246,3246,Amazing coffee!,Awful,0.99990416,9.902006e-05,1.0,0.0,1.0
3247,3247,Nice spot for a fresh meal.,Best place to go for take aways,0.9998872,0.9998499,1.0,1.0,1.0
3248,3248,Excellent traditional portuguese food at b...,,0.99999917,,1.0,,1.0
3249,3249,,,,,,,
3250,3250,Really good value,Authentic Foods Recipe,0.9818056,0.8421522,1.0,1.0,1.0
3251,3251,Liquid shelter from the storm!,Excellent food and location,0.0013255775,0.99909854,0.0,1.0,1.0
3252,3252,Great service - great taste,No one bothers to serve you here...,0.9994159,0.005915612,1.0,0.0,1.0
3253,3253,Italian sunshine in Germany,,0.99422634,,1.0,,1.0
3254,3254,"Before departure, the place to drink a cof...",Perfect for waiting your train at Barcelon...,0.89349514,0.9770268,1.0,1.0,1.0
3255,3255,"Ok restaurant with some interesting fusion...', ""DON'T""",,0.14713818,,0.0,,0.0
3256,3256,Best butter chicken I ever had,Value for money,0.9999907,0.011499494,1.0,0.0,1.0
3257,3257,,,,,,,
3258,3258,"A chill, comfy, local place to grab a beer...",The best place for beer & pizza in Warsaw,0.999363,0.99977046,1.0,1.0,1.0
3259,3259,Good quality and good price,,0.99863607,,1.0,,1.0
3260,3260,Filter Coffee,Not bad,0.8703022,0.121882826,1.0,0.0,0.0
3261,3261,Blonder Pub,A great house beer!,0.13138798,0.99701977,0.0,1.0,1.0
3262,3262,Friendly staff above the average,Hell yeah!,0.97651494,0.5844128,1.0,1.0,1.0
3263,3263,Great Curry,excellent restaurant,0.9996511,0.99921006,1.0,1.0,1.0
3264,3264,,,,,,,
3265,3265,Nice neighborhood bistrot in the Maraias,Claude’s hips don’t lie,0.8768668,0.0025297403,1.0,0.0,0.0
3266,3266,Avoid at all costs,Mouse with your dinner sir?,0.000510484,0.59341216,0.0,1.0,0.0
3267,3267,The passing of time,Love it!,0.3266735,0.99893343,0.0,1.0,1.0
3268,3268,Super!,Popular restaurant!,0.7742717,0.97949314,1.0,1.0,1.0
3269,3269,,,,,,,
3270,3270,Enjoyable,A restorative experience,0.8078542,0.45948818,1.0,0.0,1.0
3271,3271,Nice location - good food - average servic...,"Excellent Lunch, good value",0.43181416,0.99970186,0.0,1.0,1.0
3272,3272,Stay away,Great Portuguese Restaurant in Porto!!,0.017253429,0.99997354,0.0,1.0,1.0
3273,3273,Unique and authentic Dutch bar,Cafe,0.99999654,0.20743984,1.0,0.0,1.0
3274,3274,excellent quality/price,,0.9980824,,1.0,,1.0
3275,3275,Marvelous Desserts,Very nice lunch place,0.97943693,0.9920047,1.0,1.0,1.0
3276,3276,Ants and burgers.,evening meal,0.011605293,0.46064094,0.0,0.0,0.0
3277,3277,,,,,,,
3278,3278,Original,A FOODIES DREAM PLACE,0.58788913,0.99999607,1.0,1.0,1.0
3279,3279,Great use of outdoor space makes a great h...,Good place to start or end the night,0.990792,0.9958236,1.0,1.0,1.0
3280,3280,,,,,,,
3281,3281,good for a healthy bite in a lively atmosp...,Delicious healthy lunch,0.9996617,0.9999016,1.0,1.0,1.0
3282,3282,A lovely Antipasti Meal,Nice and fast,0.99878216,0.9429103,1.0,1.0,1.0
3283,3283,,,,,,,
3284,3284,the staff needs better training.,Slow service,0.0012945235,0.0020831525,0.0,0.0,0.0
3285,3285,Spanish Food,,0.295273,,0.0,,0.0
3286,3286,Scam,Great service! Great food! Cozy atmosphere...,1.2090286e-06,0.99984366,0.0,1.0,0.0
3287,3287,Great fresh food,simple and delicious,0.9988593,0.9989407,1.0,1.0,1.0
3288,3288,Family friendly dining,Final Parisian Dinner,0.95911133,0.6700116,1.0,1.0,1.0
3289,3289,Delicious desserts,Hidden Gem,0.99819666,0.9999927,1.0,1.0,1.0
3290,3290,Best traditional Peruvian Food in Paris,,0.99998176,,1.0,,1.0
